isbn,genero,capa,fonte,titulo,autores,editora,ano,paginas,capa2
9788575228760,tecnologia,https://thf.bing.com/th/id/OIP.ifXdiPY1-aP-WLpCw9owOAHaKO?w=206&h=285&c=7&r=0&o=7&cb=thfc1&dpr=1.3&pid=1.7&rm=3,BrasilAPI,Fundamentos de Engenharia de Dados,"Joe Reis, Matt Housley, Rubens Prates, Márcio Martins",Novatec Editora,2023,,
